Preferred Asset Name,Preferred Domain,Site,Application,Function,Classification,System Type,VM ESX Host
DM1ABBYYPROC22,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b07cmp01.epiqcorp.com
DM1ABBYYPROC23,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b08cmp08.epiqcorp.com
DM1ABBYYPROC24,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b07cmp07.epiqcorp.com
DM1ABBYYPROC25,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b08cmp00.epiqcorp.com
DM1ABBYYPROC26,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b08cmp06.epiqcorp.com
DM1ABBYYPROC27,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b08cmp07.epiqcorp.com
DM1ABBYYPROC28,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b07cmp07.epiqcorp.com
DM1ABBYYPROC29,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b07cmp07.epiqcorp.com
DM1ABBYYPROC30,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b08cmp03.epiqcorp.com
DM1ABBYYPROC31,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b07cmp08.epiqcorp.com
DM1ABBYYPROC32,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b08cmp00.epiqcorp.com
DM1ABBYYPROC33,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b08cmp03.epiqcorp.com
DM1ABBYYPROC34,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b08cmp07.epiqcorp.com
DM1ABBYYPROC35,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b08cmp03.epiqcorp.com
DM1ABBYYPROC36,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b08cmp01.epiqcorp.com
DM1ABBYYSVR01,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b08cmp02.epiqcorp.com
DM1ABBYYSVR02,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b07cmp02.epiqcorp.com
DM1ABBYYSVR03,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b08cmp00.epiqcorp.com
DM1ABBYYSVR04,idsp,54,Abby,Process Worker,PROD,Virtual,p0542b08cmp00.epiqcorp.com
DM1NLPAIAI01,rltv,54,Nexlp,AI Cosmic,PROD,Virtual,p0542a09cmp01.epiqcorp.com
DM1NLPINPS01,rltv,54,Nexlp,Processing,PROD,Virtual,p0542a10cmp03.epiqcorp.com
DM1NLPSQLS01,rltv,54,Nexlp,SQL Server,PROD,Virtual,p0542b07sql02.epiqcorp.com
DM1NLPWEB01,rltv,54,Nexlp,Web Server,PROD,Virtual,p0542b08cmp03.epiqcorp.com
DM1NLPWEB02,rltv,54,Nexlp,Web Server,PROD,Virtual,p0542b07cmp03.epiqcorp.com
DM1NLPWEBS01,rltv,54,Nexlp,Web Server,PROD,Virtual,p0542a09cmp00.epiqcorp.com
DM1NLPWEBS02,rltv,54,Nexlp,Web Server,PROD,Virtual,p0542a09cmp05.epiqcorp.com
DM1OCR001,idsp,54,Ocr,Worker,PROD,Virtual,p0542b07cmp07.epiqcorp.com
DM1OCR002,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp08.epiqcorp.com
DM1OCR003,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp03.epiqcorp.com
DM1OCR004,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp01.epiqcorp.com
DM1OCR005,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp06.epiqcorp.com
DM1OCR006,idsp,54,Ocr,Worker,PROD,Virtual,p0542b07cmp03.epiqcorp.com
DM1OCR007,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp03.epiqcorp.com
DM1OCR008,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp03.epiqcorp.com
DM1OCR009,idsp,54,Ocr,Worker,PROD,Virtual,p0542b07cmp02.epiqcorp.com
DM1OCR010,idsp,54,Ocr,Worker,PROD,Virtual,p0542b07cmp07.epiqcorp.com
DM1OCR011,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp03.epiqcorp.com
DM1OCR012,idsp,54,Ocr,Worker,PROD,Virtual,p0542b07cmp08.epiqcorp.com
DM1OCR013,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp01.epiqcorp.com
DM1OCR014,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp01.epiqcorp.com
DM1OCR015,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp07.epiqcorp.com
DM1OCR016,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp07.epiqcorp.com
DM1OCR017,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp07.epiqcorp.com
DM1OCR018,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp06.epiqcorp.com
DM1OCR019,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp06.epiqcorp.com
DM1OCR020,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp06.epiqcorp.com
DM1OCR021,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp06.epiqcorp.com
DM1OCR022,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp06.epiqcorp.com
DM1OCR023,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp07.epiqcorp.com
DM1OCR024,idsp,54,Ocr,Worker,PROD,Virtual,p0542b07cmp01.epiqcorp.com
DM1OCR025,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp06.epiqcorp.com
DM1OCR073,idsp,54,Ocr,Worker,PROD,Virtual,p0542b08cmp01.epiqcorp.com
DM1OCR074,idsp,54,Ocr,Worker,PROD,Virtual,p0542b07cmp03.epiqcorp.com
DM1OCR075,idsp,54,Ocr,Worker,PROD,Virtual,p0542b07cmp07.epiqcorp.com
DM1OCR076,idsp,54,Ocr,Worker,PROD,Virtual,p0542b07cmp03.epiqcorp.com
DM1PASS01,idsp,54,Password Management,password storage application,PROD,Virtual,p054esxmc0203.epiqcorp.com
DM1RDSPROD02,,54,Relativity,Load Server,PROD,Virtual,p0542b08cmp00.epiqcorp.com
DM1RLTVANLTS01,rltv,54,Relativity,Content Analytics,PROD,Virtual,p0542b07cmp06.epiqcorp.com
DM1RLTVANLTS02,rltv,54,Relativity,Content Analytics,PROD,Virtual,p0542b08cmp00.epiqcorp.com
DM1RLTVANLTS03,rltv,54,Relativity,Content Analytics,PROD,Virtual,p0542b07cmp00.epiqcorp.com
DM1RLTVLOAD01,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b07cmp08.epiqcorp.com
DM1RLTVLOAD02,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b07cmp07.epiqcorp.com
DM1RLTVLOAD03,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b08cmp07.epiqcorp.com
DM1RLTVLOAD04,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b08cmp06.epiqcorp.com
DM1RLTVLOAD05,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b07cmp03.epiqcorp.com
DM1RLTVLOAD06,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b08cmp03.epiqcorp.com
DM1RLTVLOAD08,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b07cmp03.epiqcorp.com
DM1RLTVLOAD09,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b07cmp01.epiqcorp.com
DM1RLTVLOAD10,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b08cmp01.epiqcorp.com
DM1RLTVLOAD11,rltv.local,54,Relativity,Load Server,PROD,Virtual,p0542b08cmp00.epiqcorp.com
DM1RLTVLOAD12,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b08cmp06.epiqcorp.com
DM1RLTVLOAD13,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b08cmp03.epiqcorp.com
DM1RLTVLOAD14,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b07cmp07.epiqcorp.com
DM1RLTVLOAD15,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b07cmp07.epiqcorp.com
DM1RONELOAD01,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b07cmp01.epiqcorp.com
DM1RONELOAD02,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b08cmp06.epiqcorp.com
DM1RONELOAD03,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b08cmp08.epiqcorp.com
DM1RONELOAD04,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b08cmp08.epiqcorp.com
DM1RONELOAD05,rltv,54,Relativity,Load Server,PROD,Virtual,p0542b07cmp07.epiqcorp.com
DM1UTIL06,idsp,54,Utility Management Server,Utility Server - for operations,PROD,Physical,
DM1UTIL07,idsp,54,Utility Management Server,Utility Server - for operations,PROD,Physical,
DM1UTIL08,idsp,54,Utility Management Server,Utility Server - for operations,PROD,Physical,
DM1UTIL10,idsp,54,Utility Management Server,Utility Server,PROD,Physical,
DM1UTIL12,idsp,54,Utility Management Server,Utility Server - for operations,PROD,Physical,
DM1UTIL13,idsp,25,Utility Management Server,Utility Server - for operations,PROD,Physical,
DM1UTIL14,idsp,25,Relativity,Load,PROD,Physical,
DM1WEB04,rltv.local,54,Relativity,Web Server,PROD,Virtual,p0542b07cmp01.epiqcorp.com
DM1WEB05,rltv,54,Relativity,Web Server,PROD,Virtual,p0542b08cmp07.epiqcorp.com
DM1WEB06,rltv,54,Relativity,Web Server,PROD,Virtual,p0542b07cmp07.epiqcorp.com
DM20AD03,dm20,54,Active Directory,Domain Controller,PROD,Virtual,p0542a09cmp00.epiqcorp.com
DM20AD05,dm20,54,Active Directory,Domain Controller,PROD,Virtual,p0542a07cmp00.epiqcorp.com
DM20NMS01,dm20,54,Nuix,Licensing Server,PROD,Virtual,p0542a07cmp00.epiqcorp.com
DM20NRLTVPROC01,dm20,54,Relativity,Process Worker,PROD,Virtual,p0542a07cmp01.epiqcorp.com
DM20NRLTVPROC02,dm20,54,Relativity,Process Worker,PROD,Virtual,p0542a08cmp00.epiqcorp.com
DM20NRLTVPROC03,dm20,54,Relativity,Process Worker,PROD,Virtual,p0542a08cmp04.epiqcorp.com
DM20NRLTVPROC04,dm20,54,Relativity,Process Worker,PROD,Virtual,p0542a08cmp02.epiqcorp.com
DM20NRLTVTEST02,dm20,54,Relativity,Test,Stage,Virtual,p0542a10cmp01.epiqcorp.com
DM20NRLTVTEST03,dm20,54,Relativity,Test,Stage,Virtual,p0542a09cmp03.epiqcorp.com
DM20NUIX10,dm20,54,Nuix,Application Server,PROD,Physical,
DM20NUIX11,dm20,54,Nuix,Application Server,PROD,Physical,
DM20RDSPROD01,dm20,54,Rds,Remote Desktop Session Server,PROD,Virtual,p0542a08cmp02.epiqcorp.com
DM20-RLTVANLTS0,dm20,54,Relativity,Content Analytics,PROD,Virtual,p0542a07cmp04.epiqcorp.com
DM20RLTVANLTS02,dm20,54,Relativity,Content Analytics,PROD,Virtual,p0542a08cmp00.epiqcorp.com
DM20RLTVAPP01,dm20,54,Relativity,Web Server,PROD,Virtual,p0542a07cmp04.epiqcorp.com
DM20RLTVAPP02,dm20,54,Relativity,Web Server,PROD,Virtual,p0542a08cmp01.epiqcorp.com
DM20RLTVAPP03,dm20,54,Relativity,Web Server,PROD,Virtual,p0542a08cmp05.epiqcorp.com
DM20RLTVINVSQL1,dm20,54,Relativity,SQL Server,PROD,Virtual,p0542a08sql00.epiqcorp.com
DM20RLTVINVW01,dm20,54,Relativity,Invariant Worker,PROD,Virtual,p0542a07cmp04.epiqcorp.com
DM20RLTVINVW02,dm20,54,Relativity,Invariant Worker,PROD,Virtual,p0542a07cmp05.epiqcorp.com
DM20RLTVINVW03,dm20.local,54,Relativity,Invariant Worker,PROD,Virtual,p0542a07cmp01.epiqcorp.com
DM20RLTVINVW04,dm20,54,Relativity,Invariant Worker,PROD,Virtual,p0542a08cmp02.epiqcorp.com
DM20RLTVINVW06,dm20,54,Relativity,Invariant Worker,PROD,Virtual,p0542a08cmp03.epiqcorp.com
DM20RLTVINVW07,dm20,54,Relativity,Invariant Worker,PROD,Virtual,p0542a07cmp01.epiqcorp.com
DM20RLTVPROC05,dm20.local,54,Relativity,Process Worker,PROD,Virtual,p0542a08cmp00.epiqcorp.com
DM20RLTVPROC06,dm20.local,54,Relativity,Process Worker,PROD,Virtual,p0542a07cmp00.epiqcorp.com
DM20RLTVPROC07,dm20,54,Relativity,Process Worker,PROD,Virtual,p0542a08cmp04.epiqcorp.com
DM20RLTVPROC08,dm20.local,54,Relativity,Process Worker,PROD,Virtual,p0542a07cmp03.epiqcorp.com
DM20RLTVPROC09,dm20,54,Relativity,Process Worker,PROD,Virtual,p0542a07cmp00.epiqcorp.com
DM20RLTVPROC10,dm20,54,Relativity,Process Worker,PROD,Virtual,p0542a08cmp02.epiqcorp.com
DM20RLTVSQL01,dm20,54,Relativity,SQL Server,PROD,Virtual,p0542a08sql01.epiqcorp.com
DM20RLTVSQL02,dm20,54,Relativity,SQL Server,PROD,Virtual,p0542a07sql01.epiqcorp.com
DM20RLTVSQL03,dm20,54,Relativity,SQL Server,PROD,Virtual,p0542a07sql04.epiqcorp.com
DM20RLTVTEST01,dm20,54,Relativity,Test,PROD,Virtual,p0542a07cmp05.epiqcorp.com
DM20SFTP02,dm20,54,Serv-U,FTP Server,PROD,Virtual,p0542a07cmp00.epiqcorp.com
DM20UTIL03,dm20,54,Utility Management Server,Utility Server,PROD,Physical,
DM21AD03,dm21,54,Active Directory,Domain Controller,PROD,Virtual,p0542b08cmp07.epiqcorp.com
DM21AD04,dm21,54,Active Directory,Domain Controller,PROD,Virtual,p0542b08cmp06.epiqcorp.com
DM21INVSQL01,dm21,54,Relativity,SQL Server,PROD,Virtual,p054esxmc0110.epiqcorp.com
DM21NRLTVANLTS0,dm21.local,54,Relativity,Analytics Server,PROD,Virtual,p0542b07cmp07.epiqcorp.com
DM21NRLTVAPP01,dm21,54,Relativity,Web Server,PROD,Virtual,p0542b07cmp08.epiqcorp.com
DM21NRLTVAPP02,dm21,54,Relativity,Web Server,PROD,Virtual,p0542b07cmp08.epiqcorp.com
DM21NRLTVAPP03,dm21,54,Relativity,Web Server,PROD,Virtual,p0542b07cmp08.epiqcorp.com
DM21NRLTVINVW01,dm21,54,Relativity,Invariant Worker,PROD,Virtual,p0542b08cmp03.epiqcorp.com
DM21NRLTVPROC01,dm21,54,Relativity,Process Worker,PROD,Virtual,p0542b07cmp00.epiqcorp.com
DM21NRLTVPROC02,dm21,54,Relativity,Process Worker,PROD,Virtual,p0542b07cmp03.epiqcorp.com
DM21NRLTVPROC03,dm21,54,Relativity,Process Worker,PROD,Virtual,p0542b08cmp08.epiqcorp.com
DM21NRLTVPROC04,dm21,54,Relativity,Process Worker,PROD,Virtual,p0542b08cmp08.epiqcorp.com
DM21OCRTEST,dm21,54,Ocr,UNKNOWN,PROD,Virtual,p0542b08cmp08.epiqcorp.com
DM21RLTVINVW02,dm21,54,Relativity,Invariant Worker,PROD,Virtual,p0542b08cmp07.epiqcorp.com
DM21RLTVINVW03,dm21,54,Relativity,Invariant Worker,PROD,Virtual,p0542b07cmp02.epiqcorp.com
DM21RLTVMSG01,dm21.local,54,Relativity,Message Broker,PROD,Virtual,p0542b08cmp08.epiqcorp.com
DM21RLTVPROC05,dm21,54,Relativity,Process Worker,PROD,Virtual,p0542b07cmp06.epiqcorp.com
DM21RLTVSQL01,dm21,54,Relativity,SQL Server,PROD,Virtual,p054esxmc0101.epiqcorp.com
DM21SFTP02,dm21.local,54,Serv-U,FTP Server,PROD,Virtual,p0542b08cmp03.epiqcorp.com
dm21util03,dm21,54,Utility Management Server,Utility Server,PROD,Physical,
DM22AD04,dm22,54,Active Directory,Domain Controller,PROD,Virtual,p0542a09cmp00.epiqcorp.com
DM22AD05,dm22,54,Active Directory,Domain Controller,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM22OCR01,dm22,54,Ocr,Worker,PROD,Virtual,p0542a10cmp00.epiqcorp.com
DM22OCR02,dm22.local,54,Ocr,Worker,PROD,Virtual,p0542a09cmp05.epiqcorp.com
DM22OCR03,dm22,54,Ocr,Worker,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM22OCR04,dm22,54,Ocr,Worker,PROD,Virtual,p0542a10cmp05.epiqcorp.com
DM22OCR05,dm22.local,54,Ocr,Worker,PROD,Virtual,p0542a10cmp00.epiqcorp.com
DM22OCR06,dm22.local,54,Ocr,Worker,PROD,Virtual,p0542a10cmp04.epiqcorp.com
DM22OCR07,dm22,54,Ocr,Worker,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM22OCR08,dm22,54,Ocr,Worker,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM22OCR09,dm22,54,Ocr,Worker,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM22OCR10,dm22,54,Ocr,Worker,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM22RELAGT01,dm22,54,Relativity,Agent Server,PROD,Virtual,p0542a10cmp02.epiqcorp.com
DM22RELAGT02,dm22,54,Relativity,Agent Server,PROD,Virtual,p0542a10cmp05.epiqcorp.com
DM22RELTSTANL01,dm22,54,Relativity,Content Analytics,PROD,Virtual,p0542a10cmp05.epiqcorp.com
DM22RELTSTSQL01,dm22,54,Relativity,SQL Server,PROD,Virtual,p0542a09sql04.epiqcorp.com
DM22RELTSTSQL02,dm22,54,Relativity,SQL Server,PROD,Virtual,p0542a10sql01.epiqcorp.com
DM22RLCON01,dm22.local,54,Relativity,Agent Server,PROD,Virtual,p0542a10cmp00.epiqcorp.com
DM22RLCON02,dm22,54,Relativity,Agent Server,PROD,Virtual,p0542a09cmp05.epiqcorp.com
DM22RLSVB01,dm22,54,Relativity,Message Broker,PROD,Virtual,p054esxmc0105.epiqcorp.com
DM22-RLTVANLTS0,dm22.local,54,Relativity,Analytics Server,PROD,Virtual,p0542a10cmp02.epiqcorp.com
DM22RLTVANLTS03,dm22,54,Relativity,Content Analytics,PROD,Virtual,p0542a09cmp03.epiqcorp.com
DM26AD03,dm26,54,Active Directory,Domain Controller,PROD,Virtual,p0542a08cmp00.epiqcorp.com
DM26AD04,dm26.local,54,Active Directory,Domain Controller,PROD,Virtual,p0542a08cmp04.epiqcorp.com
DM26NRLTVANLTS1,dm26,54,Relativity,Content Analytics,PROD,Virtual,p0542a08cmp02.epiqcorp.com
DM26NRLTVAPP01,dm26,54,Relativity,Web Server,PROD,Virtual,p0542a07cmp03.epiqcorp.com
DM26NRLTVAPP02,dm26,54,Relativity,Web Server,PROD,Virtual,p0542a07cmp00.epiqcorp.com
DM26NRLTVAPP03,dm26,54,Relativity,Web Server,PROD,Virtual,p0542a08cmp04.epiqcorp.com
DM26NRLTVINVW01,dm26,54,Relativity,Invariant Worker,PROD,Virtual,p0542a08cmp00.epiqcorp.com
DM26NRLTVINVW02,dm26,54,Relativity,Invariant Worker,PROD,Virtual,p0542a07cmp02.epiqcorp.com
DM26NRLTVPROC01,dm26,54,Relativity,Process Worker,PROD,Virtual,p0542a07cmp03.epiqcorp.com
DM26NRLTVPROC02,dm26,54,Relativity,Process Worker,PROD,Virtual,p0542a07cmp05.epiqcorp.com
DM26NRLTVPROC03,dm26,54,Relativity,Process Worker,PROD,Virtual,p0542a07cmp00.epiqcorp.com
DM26NRLTVPROC04,dm26,54,Relativity,Process Worker,PROD,Virtual,p0542a08cmp04.epiqcorp.com
DM26NRLTVPROC05,dm26,54,Relativity,Process Worker,PROD,Virtual,p0542a07cmp04.epiqcorp.com
DM26RLTVINVW03,dm26.local,54,Relativity,Invariant Worker,PROD,Virtual,p0542a08cmp01.epiqcorp.com
DM26RLTVPROC06,dm26.local,54,Relativity,Process Worker,PROD,Virtual,p0542a07cmp01.epiqcorp.com
DM26RLTVSBQMSS,dm26,54,Relativity,Message Broker,PROD,Virtual,p0542a07cmp02.epiqcorp.com
DM26SFTP01,dm26,54,Serv-U,FTP Server,PROD,Virtual,p0542a07cmp00.epiqcorp.com
DM26UTIL03,dm26,54,Utility Management Server,Utility Server,PROD,Physical,
DM35AD03,dm35,54,Active Directory,Domain Controller,PROD,Virtual,p0542a09cmp02.epiqcorp.com
DM35AD04,dm35,54,Active Directory,Domain Controller,PROD,Virtual,p0542a09cmp05.epiqcorp.com
DM35RLTVLOAD01,dm35,54,Relativity,Load Server,PROD,Virtual,p0542a09cmp05.epiqcorp.com
DM35RLTVLOAD02,dm35,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp02.epiqcorp.com
DM35RLTVLOAD03,dm35,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp03.epiqcorp.com
DM35RLTVLOAD04,dm35,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp05.epiqcorp.com
DM35RLTVLOAD05,dm35,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp03.epiqcorp.com
DM35RLTVLOAD06,dm35,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM35RLTVLOAD07,dm35,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM35RLTVPROC07,dm35,54,Relativity,Process Worker,PROD,Virtual,p0542a09cmp03.epiqcorp.com
DM35SFTP01,dm35,54,Serv-U,FTP Server,PROD,Virtual,p0542a10cmp03.epiqcorp.com
DM35UTIL01,dm35,25,Utility Server,Utility Server - for operations,PROD,Physical,
DM35UTIL03,dm35,54,Utility Management Server,Utility Server,PROD,Physical,
DM4DONGLE02,dm04,54,Nuix,Licensing Server,PROD,Physical,
DM54ABBYYPROC01,dm54,54,Abby,Application Server,PROD,Virtual,p0542a09cmp00.epiqcorp.com
DM54ABBYYPROC010,dm54,54,Abby,Application Server,PROD,Virtual,p0542a10cmp00.epiqcorp.com
DM54ABBYYPROC011,dm54,54,Abby,Application Server,PROD,Virtual,p0542a09cmp05.epiqcorp.com
DM54ABBYYPROC012,dm54,54,Abby,Application Server,PROD,Virtual,p0542a10cmp00.epiqcorp.com
DM54ABBYYPROC013,dm54,54,Abby,Application Server,PROD,Virtual,p0542a10cmp04.epiqcorp.com
DM54ABBYYPROC014,dm54,54,Abby,Application Server,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM54ABBYYPROC015,dm54,54,Abby,Application Server,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM54ABBYYPROC02,dm54,54,Abby,Application Server,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM54ABBYYPROC03,dm54,54,Abby,Application Server,PROD,Virtual,p0542a10cmp03.epiqcorp.com
DM54ABBYYPROC04,dm54,54,Abby,Application Server,PROD,Virtual,p0542a10cmp00.epiqcorp.com
DM54ABBYYPROC05,dm54,54,Abby,Application Server,PROD,Virtual,p054esxmc0102.epiqcorp.com
DM54ABBYYPROC06,dm54,54,Abby,Application Server,PROD,Virtual,p0542a10cmp05.epiqcorp.com
DM54ABBYYPROC07,dm54,54,Abby,Application Server,PROD,Virtual,p0542a09cmp02.epiqcorp.com
DM54ABBYYPROC08,dm54,54,Abby,Application Server,PROD,Virtual,p0542a09cmp00.epiqcorp.com
DM54ABBYYPROC09,dm54,54,Abby,Application Server,PROD,Virtual,p0542a10cmp05.epiqcorp.com
DM54ABBYYSVR01,dm54,54,Abby,Application Server,PROD,Virtual,p0542a09cmp03.epiqcorp.com
DM54AD03,dm54,54,Active Directory,Domain Controller,PROD,Virtual,p0542a10cmp05.epiqcorp.com
DM54AD04,dm54,54,Active Directory,Domain Controller,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM54FTP01,dm54,54,Serv-U,FTP Server,PROD,Virtual,p0542a10cmp00.epiqcorp.com
DM54NUIX01,dm54,54,Nuix,Application Server,PROD,Physical,
DM54NUIX02,dm54,54,Nuix,Application Server,PROD,Physical,
DM54NUIX03,dm54,54,Nuix,Application Server,PROD,Physical,
DM54NUIX04,dm54,54,Nuix,Application Server,PROD,Virtual,p0542a09cmp02.epiqcorp.com
DM54NUIX05,dm54,54,Nuix,Application Server,PROD,Virtual,p0542a10cmp05.epiqcorp.com
DM54NUIX06,dm54,54,Nuix,Application Server,PROD,Virtual,p0542a10cmp03.epiqcorp.com
dm54util02,dm54,54,Utility Management Server,Utility Server,PROD,Physical,
dm54util03,dm54,54,Utility Management Server,Utility Server,PROD,Physical,
DM56AD03,dm56,54,Active Directory,Domain Controller,PROD,Virtual,p054esxmc0101.epiqcorp.com
DM56AD04,dm56,54,Active Directory,Domain Controller,PROD,Virtual,p054esxmc0103.epiqcorp.com
dm56util02,dm56,54,Utility Management Server,Utility Server,PROD,Physical,
DM5MGMT01,dm05,54,Utility Management Server,Management,PROD,Virtual,p0542a07cmp00.epiqcorp.com
DM5NMS01,dm05,54,Nuix,Licensing Server,PROD,Virtual,p0542a07cmp02.epiqcorp.com
DM5UTIL02,dm05,54,Utility Management Server,Utility Server,PROD,Physical,
DM61UTIL01,dm61,54,Utility Management Server,Utility Server,PROD,Physical,
DM75PROD01,dm75,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM75PROD02,dm75,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp04.epiqcorp.com
DM75PROD03,dm75,54,Relativity,Load Server,PROD,Virtual,p0542a09cmp05.epiqcorp.com
DM75SCAN01,,54,UNKNOWN,UNKNOWN,PROD,Virtual,p054esxlnx0103.epiqcorp.com
DM75SFTP01,dm75,75,Serv-U,FTP Server,PROD,Virtual,p0542a09cmp01.epiqcorp.com
dm75util01,dm75,54,Utility Management Server,Utility Server,PROD,Physical,
DM76AD03,dm76,54,Active Directory,Domain Controller,PROD,Virtual,p0542a10cmp00.epiqcorp.com
DM76AD04,dm76.local,54,Active Directory,Domain Controller,PROD,Virtual,p0542a09cmp03.epiqcorp.com
DM76ASPERA01,dm76,54,Aspera,Application Server,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM76PROD01,dm76,54,Relativity,Load Server,PROD,Virtual,p0542a09cmp05.epiqcorp.com
DM76PROD02,dm76,54,Relativity,Load Server,PROD,Virtual,p0542a09cmp00.epiqcorp.com
DM76PROD03,dm76,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp02.epiqcorp.com
DM76RLTVLOAD01,dm76,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp01.epiqcorp.com
DM76RLTVLOAD02,dm76,54,Relativity,Load Server,PROD,Virtual,p0542b08cmp07.epiqcorp.com
DM76RLTVLOAD03,dm76,54,Relativity,Load Server,PROD,Virtual,p0542a10cmp04.epiqcorp.com
DM76UTIL02,dm76,54,Utility Management Server,Utility Server,PROD,Physical,
DM76VOANLTS01,dm76,54,Venio One,Content Analytics,PROD,Virtual,p0542b08cmp00.epiqcorp.com
DM76VOAPP01,dm76,54,Venio One,Application Server,PROD,Virtual,p0542a10cmp02.epiqcorp.com
DM76VOCONSOLE01,dm76.local,54,Venio One,Console Server,PROD,Virtual,p0542a09cmp02.epiqcorp.com
DM76VOCONSOLE02,dm76,54,Venio One,Console Server,PROD,Virtual,p0542a09cmp00.epiqcorp.com
DM76VOCONSOLE03,dm76,54,Venio One,Console Server,PROD,Virtual,p0542a09cmp01.epiqcorp.com
DM76VOCONSOLE04,dm76.local,54,Venio One,Console Server,PROD,Virtual,p0542a09cmp02.epiqcorp.com
DM76VOIMG01,dm76,54,Venio One,Imaging Server,PROD,Virtual,p0542a10cmp02.epiqcorp.com
DM76VOIMG02,dm76,54,Venio One,Imaging Server,PROD,Virtual,p0542a09cmp02.epiqcorp.com
DM76VOOCR01,dm76,54,Venio One,Worker,PROD,Virtual,p0542b07cmp01.epiqcorp.com
DM76VOOCR02,dm76,54,Venio One,Worker,PROD,Virtual,p0542a10cmp03.epiqcorp.com
